sefer,perek,pasuk,darga,etnakhta,gadol,geresh,gereshmukdam,gershayim,kadma,karnepara,katan,mapakh,merkha,merkhakfula,munakh,pashta,pazer,revii,segol,shalshelet,sofpasuk,telishagedola,telishaketana,tevir,tipkha,tsinnorit,wordcount,yerakhbenyomo,yetiv,zarka
bereshit,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0
bereshit,1,2,0,1,0,0,0,0,0,0,2,0,2,0,2,1,0,1,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0
bereshit,1,4,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,2,0,12,0,0,0
bereshit,1,5,0,1,0,0,0,0,1,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,2,0,13,0,0,0
bereshit,1,6,0,1,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,1,0,0,0,2,0,11,0,0,0
bereshit,1,7,0,1,0,0,0,0,0,0,2,1,0,0,4,2,0,1,1,0,1,0,0,0,1,0,17,0,0,1
bereshit,1,8,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,10,0,0,0
bereshit,1,9,0,1,0,1,0,0,1,0,1,1,0,0,2,1,0,1,0,0,1,0,0,0,1,0,13,0,0,0
bereshit,1,10,0,1,0,0,0,0,1,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,2,0,12,0,0,0
bereshit,1,11,0,1,0,0,0,1,0,0,3,2,1,0,3,2,0,1,0,0,1,0,0,0,1,0,20,0,1,0
bereshit,1,12,1,1,0,1,0,0,1,0,1,1,2,0,1,1,0,0,0,0,1,1,0,1,2,0,18,0,0,0
bereshit,1,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0
bereshit,1,14,0,1,1,0,0,0,0,0,2,2,1,0,4,2,0,1,0,0,1,0,0,0,2,0,16,0,0,0
bereshit,1,15,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,9,0,0,0
bereshit,1,16,0,1,0,0,0,0,0,0,3,2,1,0,3,2,0,0,0,0,1,0,0,0,2,0,18,0,0,0
bereshit,1,17,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,8,0,0,0
bereshit,1,18,0,1,0,0,0,0,0,0,2,0,2,0,2,1,0,0,0,0,1,0,0,0,2,0,12,0,0,0
bereshit,1,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0
bereshit,1,20,0,1,0,0,0,0,0,0,3,0,1,0,4,1,0,0,0,0,1,0,0,0,2,0,15,0,0,0
bereshit,1,21,0,1,0,1,0,0,2,0,2,1,1,0,4,1,1,1,0,0,1,0,1,0,2,0,23,0,0,0
bereshit,1,22,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,2,0,13,0,0,0
bereshit,1,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0
bereshit,1,24,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,14,0,0,0
bereshit,1,25,0,1,0,1,0,0,1,0,1,0,2,0,1,1,0,1,0,0,1,0,1,1,2,0,18,0,0,0
bereshit,1,26,0,1,0,1,0,0,1,0,2,0,2,0,2,1,0,1,0,0,1,0,1,1,2,0,19,0,0,0
bereshit,1,27,0,1,0,0,0,0,1,0,1,1,3,0,1,1,0,0,0,0,1,0,0,0,2,0,13,0,0,0
bereshit,1,28,0,1,0,1,0,1,1,0,1,1,3,0,2,1,0,1,1,0,1,0,0,1,2,0,22,0,0,1
bereshit,1,29,0,1,0,1,0,0,1,0,1,0,2,0,5,1,0,2,0,0,1,0,1,1,2,0,27,0,0,0
bereshit,1,30,0,1,0,1,0,0,1,0,1,0,1,0,4,1,0,1,0,0,1,1,0,0,1,0,21,0,0,0
bereshit,1,31,0,1,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,2,0,15,0,0,0
bereshit,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,5,0,0,0
bereshit,2,2,0,1,0,0,0,0,0,0,2,1,1,0,3,2,0,0,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,2,3,0,1,0,0,0,0,0,0,2,2,1,0,2,2,0,0,0,0,1,0,0,0,2,0,16,0,0,0
bereshit,2,4,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,2,2,0,22,0,0,0
bereshit,2,5,0,1,0,1,0,0,1,0,3,1,1,0,5,1,0,1,0,0,1,0,1,0,2,0,23,0,1,0
bereshit,2,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0
bereshit,2,7,0,1,0,1,0,0,1,0,1,0,3,0,2,1,0,1,0,0,1,0,1,0,2,0,16,0,0,0
bereshit,2,8,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,12,0,0,0
bereshit,2,9,0,1,1,0,0,1,0,0,2,2,2,0,3,2,0,0,0,0,1,0,0,1,2,0,19,0,0,0
bereshit,2,10,0,1,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,1,0,0,0,2,0,11,0,0,0
bereshit,2,11,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,2,0,12,0,1,0
bereshit,2,12,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,2,0,8,0,0,0
bereshit,2,13,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,10,0,0,0
bereshit,2,14,0,1,0,0,0,0,1,0,1,1,3,0,1,1,0,0,0,0,1,0,0,0,2,0,12,0,0,0
bereshit,2,15,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,10,0,0,0
bereshit,2,16,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,2,0,11,0,0,0
bereshit,2,17,0,1,0,0,0,0,0,0,1,0,3,0,1,1,0,2,0,0,1,0,0,1,2,0,13,0,0,0
bereshit,2,18,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,1,2,0,12,0,0,0
bereshit,2,19,1,1,0,1,0,0,2,0,2,1,2,0,2,3,0,1,0,0,1,0,2,1,2,0,28,0,0,0
bereshit,2,20,0,1,1,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0,1,0,0,0,2,0,15,0,0,0
bereshit,2,21,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,2,0,13,0,0,0
bereshit,2,22,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,13,0,0,0
bereshit,2,23,0,1,0,0,0,0,0,0,2,0,1,0,2,1,0,1,1,0,1,0,0,0,2,0,15,0,1,1
bereshit,2,24,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,13,0,0,0
bereshit,2,25,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,7,0,0,0
bereshit,3,1,0,1,0,0,0,0,0,0,5,0,2,0,6,3,0,0,0,0,1,0,0,0,2,0,22,0,1,0
bereshit,3,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,8,0,0,0
bereshit,3,3,0,1,0,0,0,0,0,0,1,1,1,0,3,1,0,1,1,0,1,0,0,0,1,0,15,0,0,1
bereshit,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0
bereshit,3,5,0,1,0,0,0,0,0,0,3,0,1,0,2,2,0,1,0,0,1,0,0,0,2,0,14,0,1,0
bereshit,3,6,2,1,0,1,0,0,1,0,1,1,1,0,3,1,1,1,0,0,1,0,1,1,2,0,21,0,0,0
bereshit,3,7,0,1,0,0,0,0,0,0,3,0,2,0,3,2,0,0,0,0,1,0,0,0,2,0,13,0,0,0
bereshit,3,8,1,1,0,1,0,1,2,0,1,0,2,0,2,1,0,1,0,0,1,0,0,1,2,0,18,0,0,0
bereshit,3,9,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,8,0,0,0
bereshit,3,10,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,10,0,0,0
bereshit,3,11,1,1,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,2,0,15,0,1,0
bereshit,3,12,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,2,0,12,0,0,0
bereshit,3,13,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,2,0,12,0,0,0
bereshit,3,14,0,1,0,0,0,0,1,0,2,1,3,0,4,1,0,0,1,0,1,0,1,0,2,0,23,0,0,1
bereshit,3,15,0,1,0,0,0,0,0,0,2,0,2,0,4,1,0,1,0,0,1,0,0,0,2,0,15,0,1,0
bereshit,3,16,0,1,0,0,0,0,0,0,2,1,0,0,4,2,0,1,0,0,1,0,0,0,2,0,16,0,0,0
bereshit,3,17,0,1,0,0,0,0,0,0,4,2,2,0,2,4,0,1,1,0,1,0,0,0,2,0,23,0,0,1
bereshit,3,18,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,8,0,0,0
bereshit,3,19,0,1,0,0,0,0,0,0,3,2,1,0,3,2,0,0,0,0,1,0,0,0,2,0,17,0,0,0
bereshit,3,20,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,2,0,11,0,0,0
bereshit,3,21,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,8,0,0,0
bereshit,3,22,0,1,0,0,0,0,0,0,2,1,1,0,7,3,0,2,0,0,1,0,0,0,2,0,22,0,1,0
bereshit,3,23,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,1,2,0,11,0,0,0
bereshit,3,24,0,1,1,1,0,0,2,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,2,0,18,0,0,0
bereshit,4,1,0,1,1,0,0,0,0,0,2,0,1,0,3,1,0,0,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,4,2,0,1,1,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,4,3,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,9,0,0,0
bereshit,4,4,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,2,0,13,0,0,0
bereshit,4,5,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,2,0,11,0,0,0
bereshit,4,6,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,10,0,1,0
bereshit,4,7,0,1,0,0,0,0,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,2,0,15,0,0,0
bereshit,4,8,0,1,0,0,0,0,0,0,1,0,3,0,2,1,0,0,0,0,1,0,0,1,2,0,14,0,0,0
bereshit,4,9,0,1,0,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,1,0,0,0,2,0,13,0,0,0
bereshit,4,10,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,10,0,1,0
bereshit,4,11,0,1,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,1,0,0,1,2,0,14,0,0,0
bereshit,4,12,0,1,0,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,1,0,0,0,2,0,13,0,0,0
bereshit,4,13,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0
bereshit,4,14,0,1,0,2,0,0,1,0,2,1,1,0,1,2,0,1,0,0,1,0,1,0,2,0,17,0,0,0
bereshit,4,15,1,1,0,0,0,0,1,0,2,1,1,0,2,2,0,1,0,0,1,0,0,0,2,0,18,0,0,0
bereshit,4,16,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0
bereshit,4,17,0,1,0,0,0,0,0,0,3,1,1,0,3,3,0,0,0,0,1,0,0,0,2,0,17,0,0,0
bereshit,4,18,0,1,1,0,0,0,0,0,2,1,1,0,1,2,0,1,0,0,1,0,0,0,2,0,16,0,0,0
bereshit,4,19,0,1,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,2,0,11,0,0,0
bereshit,4,20,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,10,0,0,0
bereshit,4,21,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,10,0,0,0
bereshit,4,22,0,1,1,0,0,0,0,0,1,0,2,0,2,1,0,1,0,0,1,0,0,0,2,0,16,0,0,0
bereshit,4,23,0,1,0,1,0,0,1,0,3,2,0,0,3,2,0,1,0,0,1,0,0,0,2,0,17,0,0,0
bereshit,4,24,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0
bereshit,4,25,0,1,0,0,0,0,1,0,4,1,3,0,4,2,0,0,0,0,1,0,0,0,2,0,22,0,0,0
bereshit,4,26,0,1,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,5,1,0,1,0,0,0,0,0,0,2,1,2,0,1,1,0,1,0,0,1,0,0,0,2,0,12,0,0,0
bereshit,5,2,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,2,0,11,0,0,0
bereshit,5,3,0,1,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,0,1,0,0,0,2,0,12,0,0,0
bereshit,5,4,0,1,0,0,0,0,0,0,1,0,2,0,2,1,0,1,0,0,1,0,0,0,2,0,13,0,0,0
bereshit,5,5,0,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,12,0,0,0
bereshit,5,6,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0
bereshit,5,7,0,1,0,0,0,0,0,0,2,0,2,0,2,1,0,1,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,5,8,0,1,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,11,0,0,0
bereshit,5,9,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0
bereshit,5,10,0,1,0,0,0,0,0,0,2,1,2,0,2,2,0,1,0,0,1,0,0,0,2,0,15,0,0,0
bereshit,5,11,0,1,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,10,0,0,0
bereshit,5,12,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0
bereshit,5,13,0,1,0,0,0,0,0,0,2,0,2,0,3,1,0,1,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,5,14,0,1,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,10,0,0,0
bereshit,5,15,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0
bereshit,5,16,0,1,0,0,0,0,0,0,2,0,2,0,3,1,0,1,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,5,17,0,1,0,0,0,0,0,0,2,1,1,0,1,2,0,0,0,0,1,0,0,0,1,0,11,0,0,0
bereshit,5,18,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,10,0,0,0
bereshit,5,19,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,1,0,0,0,2,0,12,0,0,0
bereshit,5,20,0,1,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,11,0,0,0
bereshit,5,21,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,8,0,0,0
bereshit,5,22,0,1,0,1,0,0,1,0,1,0,2,0,1,1,0,1,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,5,23,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,2,0,10,0,0,0
bereshit,5,24,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0
bereshit,5,25,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,10,0,0,0
bereshit,5,26,0,1,0,0,0,0,0,0,2,1,2,0,2,2,0,1,0,0,1,0,0,0,2,0,15,0,0,0
bereshit,5,27,0,1,0,0,0,0,0,0,2,1,1,0,1,2,0,0,0,0,1,0,0,0,1,0,11,0,0,0
bereshit,5,28,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,9,0,0,0
bereshit,5,29,1,1,0,0,0,0,0,0,2,1,1,0,2,1,0,0,0,0,1,1,0,1,2,0,15,0,0,0
bereshit,5,30,0,1,0,0,0,0,0,0,2,1,2,0,1,2,0,1,0,0,1,0,0,0,2,0,15,0,0,0
bereshit,5,31,0,1,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,11,0,0,0
bereshit,5,32,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,6,1,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,2,0,11,0,0,0
bereshit,6,2,0,1,0,0,0,0,0,0,2,2,2,0,1,2,0,0,0,0,1,0,0,0,2,0,15,0,0,0
bereshit,6,3,0,1,0,0,0,0,1,0,2,1,1,0,3,1,0,1,0,0,1,0,0,0,2,0,15,0,0,0
bereshit,6,4,1,1,0,1,0,1,1,0,1,1,2,0,4,1,0,1,1,0,1,0,0,1,2,0,23,0,0,1
bereshit,6,5,0,1,0,0,0,0,0,0,2,0,3,0,2,1,0,0,0,0,1,0,0,1,2,0,15,0,0,0
bereshit,6,6,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,10,0,0,0
bereshit,6,7,0,1,0,0,0,0,1,0,2,1,2,0,3,3,0,1,0,0,1,0,0,0,2,0,22,0,0,0
bereshit,6,8,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0
bereshit,6,9,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,2,0,13,0,1,0
bereshit,6,10,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,10,0,0,0
bereshit,6,11,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0
bereshit,6,12,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,14,0,0,0
bereshit,6,13,0,1,0,1,0,0,1,0,1,1,2,0,1,1,0,1,0,0,1,0,0,1,2,0,17,0,0,0
bereshit,6,14,0,1,0,0,0,0,0,0,1,1,2,0,2,1,0,0,0,0,1,0,0,1,2,0,14,0,0,0
bereshit,6,15,1,1,1,0,0,0,0,0,2,1,2,0,1,1,0,1,0,0,1,0,0,0,2,0,15,0,1,0
bereshit,6,16,0,1,0,0,0,0,0,0,1,0,2,0,4,1,0,1,0,0,1,0,0,1,2,0,15,0,0,0
bereshit,6,17,0,1,0,0,0,0,1,0,2,0,2,0,2,2,0,2,0,0,1,0,1,0,2,0,21,0,0,0
bereshit,6,18,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,1,2,0,13,0,0,0
bereshit,6,19,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,2,0,14,0,0,0
bereshit,6,20,1,1,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,1,0,0,2,2,0,14,0,0,0
bereshit,6,21,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,1,0,0,1,2,0,13,0,0,0
bereshit,6,22,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,2,0,9,0,0,0
bereshit,7,1,0,1,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,0,1,0,0,1,2,0,16,0,0,0
bereshit,7,2,0,1,0,0,0,0,0,0,0,0,3,0,4,0,1,1,0,0,1,1,0,2,2,0,18,0,0,0
bereshit,7,3,1,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,1,2,0,13,0,0,0
bereshit,7,4,0,1,0,1,0,0,1,0,3,0,1,0,3,2,0,2,0,0,1,0,1,0,2,0,21,0,0,0
bereshit,7,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0
bereshit,7,6,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,10,0,0,0
bereshit,7,7,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,2,0,12,0,0,0
bereshit,7,8,0,1,0,0,0,0,2,0,3,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,15,0,0,0
bereshit,7,9,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,0,14,0,0,0
bereshit,7,10,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,8,0,0,0
bereshit,7,11,0,1,0,0,0,0,1,0,3,1,2,0,2,4,0,1,0,0,1,0,0,0,2,0,22,0,0,0
bereshit,7,12,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,8,0,0,0
bereshit,7,13,1,1,0,0,0,0,1,0,1,1,1,0,2,1,0,1,0,0,1,0,0,1,2,0,18,0,0,0
bereshit,7,14,0,1,0,1,0,0,0,0,2,0,2,0,2,1,0,1,0,0,1,0,0,1,2,0,20,0,0,0
bereshit,7,15,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,2,0,13,0,0,0
bereshit,7,16,0,1,0,0,0,0,1,0,1,1,2,0,0,1,0,1,0,0,1,0,0,1,2,0,26,0,0,0
bereshit,7,17,1,1,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,1,0,0,1,2,0,14,0,0,0
bereshit,7,18,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,2,0,11,0,0,0
bereshit,7,19,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,1,0,0,1,2,0,14,0,0,0
bereshit,7,20,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,8,0,0,0
bereshit,7,21,0,1,0,0,0,1,0,0,1,1,0,0,4,1,0,1,0,0,1,0,0,0,2,0,16,0,0,0
bereshit,7,22,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,10,0,0,0
bereshit,7,23,1,1,0,1,0,0,0,0,1,1,1,0,4,2,0,1,0,0,1,0,0,1,2,0,25,0,0,0
bereshit,7,24,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0
bereshit,8,1,0,1,0,0,0,0,1,0,3,2,2,0,0,3,0,0,0,0,1,0,0,0,2,0,20,0,0,0
bereshit,8,2,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,18,0,0,0
bereshit,8,3,1,1,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0,1,2,0,24,0,0,0
bereshit,8,4,0,1,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,2,0,11,0,0,0
bereshit,8,5,0,1,0,0,0,0,0,0,2,0,1,0,3,2,0,1,0,0,1,0,0,0,2,0,13,0,0,0
bereshit,8,6,0,1,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,2,0,11,0,0,0
bereshit,8,7,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,2,0,11,0,0,0
bereshit,8,8,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,2,0,10,0,0,0
bereshit,8,9,0,1,0,1,0,0,1,0,2,2,1,0,1,2,0,1,0,0,1,0,1,1,2,0,24,0,0,0
bereshit,8,10,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,2,0,11,0,0,0
bereshit,8,11,0,1,0,0,0,0,1,0,2,1,3,0,3,1,0,0,0,0,1,0,0,0,2,0,17,0,0,0
bereshit,8,12,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,1,0,0,0,2,0,13,0,0,0
bereshit,8,13,0,1,1,1,0,0,1,0,2,1,3,0,3,2,0,1,0,0,1,1,0,0,2,0,44,0,0,0
bereshit,8,14,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,8,0,0,0
bereshit,8,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0
bereshit,8,16,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,9,0,0,0
bereshit,8,17,1,1,0,1,0,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,0,2,2,0,20,0,0,0
bereshit,8,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,7,0,0,0
bereshit,8,19,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,8,20,0,1,0,0,0,1,0,0,1,0,2,0,3,1,0,1,0,0,1,0,0,1,2,0,14,0,0,0
bereshit,8,21,1,1,0,1,0,0,2,0,1,1,3,0,4,1,0,1,1,0,1,2,0,2,2,0,32,0,0,1
bereshit,8,22,1,1,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,1,0,1,2,0,14,0,0,0
bereshit,9,1,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,2,0,13,0,0,0
bereshit,9,2,1,1,0,0,0,0,1,0,2,1,2,0,2,1,0,0,0,0,1,0,1,1,2,0,20,0,1,0
bereshit,9,3,0,1,0,0,0,0,0,0,2,0,2,0,2,1,0,0,0,0,1,0,0,0,2,0,14,0,0,0
bereshit,9,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0
bereshit,9,5,0,1,0,0,0,0,1,0,2,1,2,0,2,2,0,1,0,0,1,0,0,0,2,0,18,0,0,0
bereshit,9,6,0,1,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,1,0,0,0,2,0,12,0,1,0
bereshit,9,7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0
